results,latitude,longitude,radius,station_id
"[{'distance': 345, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 433, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 619, 'location': {'address': '1 Alexander St', 'country': 'CA', 'cross_street': 'at Carrall St', 'formatted_address': '1 Alexander St (at Carrall St), Vancouver BC V6A 1B2', 'locality': 'Vancouver', 'postcode': 'V6A 1B2', 'region': 'BC'}, 'name': 'Guilt & Co'}, {'distance': 416, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}, {'distance': 560, 'location': {'address': '32 Water St', 'country': 'CA', 'cross_street': '', 'formatted_address': '32 Water St, Vancouver BC V6B 1A4', 'locality': 'Vancouver', 'postcode': 'V6B 1A4', 'region': 'BC'}, 'name': 'Ampersand Bistro and Bar'}, {'distance': 628, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}]",49.278004,-123.105664,1000,9d3123425823420514b8ad410074f02d
"[{'distance': 30, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 328, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 495, 'location': {'address': '1 Alexander St', 'country': 'CA', 'cross_street': 'at Carrall St', 'formatted_address': '1 Alexander St (at Carrall St), Vancouver BC V6A 1B2', 'locality': 'Vancouver', 'postcode': 'V6A 1B2', 'region': 'BC'}, 'name': 'Guilt & Co'}, {'distance': 116, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}, {'distance': 464, 'location': {'address': '32 Water St', 'country': 'CA', 'cross_street': '', 'formatted_address': '32 Water St, Vancouver BC V6B 1A4', 'locality': 'Vancouver', 'postcode': 'V6B 1A4', 'region': 'BC'}, 'name': 'Ampersand Bistro and Bar'}, {'distance': 943, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}]",49.279342,-123.101822,1000,f1ca711137cde59e824167a4274df888
"[{'distance': 456, 'location': {'address': '1026 Mainland St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1026 Mainland St, Vancouver BC V6B 2T4', 'locality': 'Vancouver', 'postcode': 'V6B 2T4', 'region': 'BC'}, 'name': 'Bartholomew Bar'}, {'distance': 516, 'location': {'address': '1131 Mainland St', 'country': 'CA', 'cross_street': 'btwn Davie & Helmcken', 'formatted_address': '1131 Mainland St (btwn Davie & Helmcken), Vancouver BC V6B 5P2', 'locality': 'Vancouver', 'postcode': 'V6B 5P2', 'region': 'BC'}, 'name': 'The Distillery Bar + Kitchen'}, {'distance': 553, 'location': {'address': '1120 Hamilton St', 'country': 'CA', 'cross_street': 'Helmcken Street', 'formatted_address': '1120 Hamilton St (Helmcken Street), Vancouver BC V6B 2S2', 'locality': 'Vancouver', 'postcode': 'V6B 2S2', 'region': 'BC'}, 'name': 'Hello Goodbye'}, {'distance': 872, 'location': {'address': '957 Granville St', 'country': 'CA', 'cross_street': 'btn Nelson and Smithe', 'formatted_address': '957 Granville St (btn Nelson and Smithe), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Granville Room'}, {'distance': 233, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}, {'distance': 876, 'location': {'address': '921 Granville St', 'country': 'CA', 'cross_street': 'at Smithe St', 'formatted_address': '921 Granville St (at Smithe St), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Speakeasy on Granville'}]",49.273833,-123.114373,1000,4f6ebf2026d540ffe40e29a80138ad5e
"[{'distance': 163, 'location': {'address': '1725 Davie St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1725 Davie St, Vancouver BC V6G 1W5', 'locality': 'Vancouver', 'postcode': 'V6G 1W5', 'region': 'BC'}, 'name': 'Arike'}]",49.28526,-123.141809,1000,be14efdc86dedd6a8cd338e78ab4e7c7
"[{'distance': 278, 'location': {'address': '900 Georgia St W', 'country': 'CA', 'cross_street': 'btwn Burrard & Hornby St', 'formatted_address': '900 Georgia St W (btwn Burrard & Hornby St), Vancouver BC V6C 2W6', 'locality': 'Vancouver', 'postcode': 'V6C 2W6', 'region': 'BC'}, 'name': 'Notch8 Restaurant'}, {'distance': 731, 'location': {'address': '915 Hastings St W', 'country': 'CA', 'cross_street': 'btwn Hornby & Burrard', 'formatted_address': '915 Hastings St W (btwn Hornby & Burrard), Vancouver BC V6C 1C6', 'locality': 'Vancouver', 'postcode': 'V6C 1C6', 'region': 'BC'}, 'name': 'The Vancouver Club'}, {'distance': 610, 'location': {'address': '1026 Mainland St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1026 Mainland St, Vancouver BC V6B 2T4', 'locality': 'Vancouver', 'postcode': 'V6B 2T4', 'region': 'BC'}, 'name': 'Bartholomew Bar'}, {'distance': 380, 'location': {'address': '655 Burrard St', 'country': 'CA', 'cross_street': 'btwn Dunsmuir & W Georgia', 'formatted_address': '655 Burrard St (btwn Dunsmuir & W Georgia), Vancouver BC V6C 2R7', 'locality': 'Vancouver', 'postcode': 'V6C 2R7', 'region': 'BC'}, 'name': 'Grain Tasting Bar'}, {'distance': 701, 'location': {'address': '1131 Mainland St', 'country': 'CA', 'cross_street': 'btwn Davie & Helmcken', 'formatted_address': '1131 Mainland St (btwn Davie & Helmcken), Vancouver BC V6B 5P2', 'locality': 'Vancouver', 'postcode': 'V6B 5P2', 'region': 'BC'}, 'name': 'The Distillery Bar + Kitchen'}, {'distance': 423, 'location': {'address': '1088 Burrard St', 'country': 'CA', 'cross_street': 'at Sheraton Wall Centre', 'formatted_address': '1088 Burrard St (at Sheraton Wall Centre), Vancouver BC V6Z 2R9', 'locality': 'Vancouver', 'postcode': 'V6Z 2R9', 'region': 'BC'}, 'name': 'Cafe One'}, {'distance': 265, 'location': {'address': '957 Granville St', 'country': 'CA', 'cross_street': 'btn Nelson and Smithe', 'formatted_address': '957 Granville St (btn Nelson and Smithe), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Granville Room'}, {'distance': 664, 'location': {'address': '1120 Hamilton St', 'country': 'CA', 'cross_street': 'Helmcken Street', 'formatted_address': '1120 Hamilton St (Helmcken Street), Vancouver BC V6B 2S2', 'locality': 'Vancouver', 'postcode': 'V6B 2S2', 'region': 'BC'}, 'name': 'Hello Goodbye'}, {'distance': 206, 'location': {'address': '921 Granville St', 'country': 'CA', 'cross_street': 'at Smithe St', 'formatted_address': '921 Granville St (at Smithe St), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Speakeasy on Granville'}, {'distance': 777, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}]",49.281506,-123.120101,1000,6ddeafa873279951630a00191333c45d
"[{'distance': 378, 'location': {'address': '1026 Mainland St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1026 Mainland St, Vancouver BC V6B 2T4', 'locality': 'Vancouver', 'postcode': 'V6B 2T4', 'region': 'BC'}, 'name': 'Bartholomew Bar'}, {'distance': 981, 'location': {'address': '900 Georgia St W', 'country': 'CA', 'cross_street': 'btwn Burrard & Hornby St', 'formatted_address': '900 Georgia St W (btwn Burrard & Hornby St), Vancouver BC V6C 2W6', 'locality': 'Vancouver', 'postcode': 'V6C 2W6', 'region': 'BC'}, 'name': 'Notch8 Restaurant'}, {'distance': 493, 'location': {'address': '1131 Mainland St', 'country': 'CA', 'cross_street': 'btwn Davie & Helmcken', 'formatted_address': '1131 Mainland St (btwn Davie & Helmcken), Vancouver BC V6B 5P2', 'locality': 'Vancouver', 'postcode': 'V6B 5P2', 'region': 'BC'}, 'name': 'The Distillery Bar + Kitchen'}, {'distance': 512, 'location': {'address': '1120 Hamilton St', 'country': 'CA', 'cross_street': 'Helmcken Street', 'formatted_address': '1120 Hamilton St (Helmcken Street), Vancouver BC V6B 2S2', 'locality': 'Vancouver', 'postcode': 'V6B 2S2', 'region': 'BC'}, 'name': 'Hello Goodbye'}, {'distance': 697, 'location': {'address': '957 Granville St', 'country': 'CA', 'cross_street': 'btn Nelson and Smithe', 'formatted_address': '957 Granville St (btn Nelson and Smithe), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Granville Room'}, {'distance': 62, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}, {'distance': 687, 'location': {'address': '921 Granville St', 'country': 'CA', 'cross_street': 'at Smithe St', 'formatted_address': '921 Granville St (at Smithe St), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Speakeasy on Granville'}]",49.276115,-123.114496,1000,c7b5bec0b2f4ab9a2d3f9d837725620c
[],49.272827,-123.147744,1000,b9fd847d53fe45658fee4c46e7f562b8
[],49.269361,-123.13782,1000,c2be5403b1c101e8032cf6696457200e
[],49.2653,-123.13811,1000,71c064fa93cab5f0b7306e6c923b77c4
[],49.262598,-123.138921,1000,96bf713e60bc35cc2feb5fd53a4f3471
[],49.25894,-123.139272,1000,8dc684732a2a25bdf63ec0ecccee4e6e
[],49.258763,-123.115392,1000,686c0fdb962e26e274d81fc286c010dd
"[{'distance': 375, 'location': {'address': '2321 Main St', 'country': 'CA', 'cross_street': 'btwn 7th & 8th', 'formatted_address': '2321 Main St (btwn 7th & 8th), Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Fox Cabaret'}, {'distance': 627, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 620, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}, {'distance': 992, 'location': {'address': '3032 Main St', 'country': 'CA', 'cross_street': '14th Ave', 'formatted_address': '3032 Main St (14th Ave), Vancouver BC V5T 3G5', 'locality': 'Vancouver', 'postcode': 'V5T 3G5', 'region': 'BC'}, 'name': ""Uncle Abe's""}, {'distance': 374, 'location': {'address': '2303 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '2303 Main St, Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Key Party'}]",49.266724,-123.104824,1000,0cf6cd1809fa7f510812f5b052f578c4
"[{'distance': 235, 'location': {'address': '2321 Main St', 'country': 'CA', 'cross_street': 'btwn 7th & 8th', 'formatted_address': '2321 Main St (btwn 7th & 8th), Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Fox Cabaret'}, {'distance': 100, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 265, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}, {'distance': 449, 'location': {'address': '3032 Main St', 'country': 'CA', 'cross_street': '14th Ave', 'formatted_address': '3032 Main St (14th Ave), Vancouver BC V5T 3G5', 'locality': 'Vancouver', 'postcode': 'V5T 3G5', 'region': 'BC'}, 'name': ""Uncle Abe's""}, {'distance': 252, 'location': {'address': '2303 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '2303 Main St, Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Key Party'}]",49.262141,-123.101961,1000,93c88a18c673e2c72a6afa93d6b89f18
[],49.268269,-123.147885,1000,8fb5ce1e34ad31de940481953aea452c
[],49.275717,-123.142564,1000,aa704bfba40286bd0661b64d1f75e778
"[{'distance': 82, 'location': {'address': '1026 Mainland St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1026 Mainland St, Vancouver BC V6B 2T4', 'locality': 'Vancouver', 'postcode': 'V6B 2T4', 'region': 'BC'}, 'name': 'Bartholomew Bar'}, {'distance': 850, 'location': {'address': '900 Georgia St W', 'country': 'CA', 'cross_street': 'btwn Burrard & Hornby St', 'formatted_address': '900 Georgia St W (btwn Burrard & Hornby St), Vancouver BC V6C 2W6', 'locality': 'Vancouver', 'postcode': 'V6C 2W6', 'region': 'BC'}, 'name': 'Notch8 Restaurant'}, {'distance': 219, 'location': {'address': '1131 Mainland St', 'country': 'CA', 'cross_street': 'btwn Davie & Helmcken', 'formatted_address': '1131 Mainland St (btwn Davie & Helmcken), Vancouver BC V6B 5P2', 'locality': 'Vancouver', 'postcode': 'V6B 5P2', 'region': 'BC'}, 'name': 'The Distillery Bar + Kitchen'}, {'distance': 948, 'location': {'address': '655 Burrard St', 'country': 'CA', 'cross_street': 'btwn Dunsmuir & W Georgia', 'formatted_address': '655 Burrard St (btwn Dunsmuir & W Georgia), Vancouver BC V6C 2R7', 'locality': 'Vancouver', 'postcode': 'V6C 2R7', 'region': 'BC'}, 'name': 'Grain Tasting Bar'}, {'distance': 220, 'location': {'address': '1120 Hamilton St', 'country': 'CA', 'cross_street': 'Helmcken Street', 'formatted_address': '1120 Hamilton St (Helmcken Street), Vancouver BC V6B 2S2', 'locality': 'Vancouver', 'postcode': 'V6B 2S2', 'region': 'BC'}, 'name': 'Hello Goodbye'}, {'distance': 673, 'location': {'address': '1088 Burrard St', 'country': 'CA', 'cross_street': 'at Sheraton Wall Centre', 'formatted_address': '1088 Burrard St (at Sheraton Wall Centre), Vancouver BC V6Z 2R9', 'locality': 'Vancouver', 'postcode': 'V6Z 2R9', 'region': 'BC'}, 'name': 'Cafe One'}, {'distance': 446, 'location': {'address': '957 Granville St', 'country': 'CA', 'cross_street': 'btn Nelson and Smithe', 'formatted_address': '957 Granville St (btn Nelson and Smithe), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Granville Room'}, {'distance': 457, 'location': {'address': '921 Granville St', 'country': 'CA', 'cross_street': 'at Smithe St', 'formatted_address': '921 Granville St (at Smithe St), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Speakeasy on Granville'}, {'distance': 372, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}]",49.276436,-123.11877,1000,8c9ea7f2132376859ef34fab981d6932
"[{'distance': 221, 'location': {'address': '1026 Mainland St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1026 Mainland St, Vancouver BC V6B 2T4', 'locality': 'Vancouver', 'postcode': 'V6B 2T4', 'region': 'BC'}, 'name': 'Bartholomew Bar'}, {'distance': 683, 'location': {'address': '900 Georgia St W', 'country': 'CA', 'cross_street': 'btwn Burrard & Hornby St', 'formatted_address': '900 Georgia St W (btwn Burrard & Hornby St), Vancouver BC V6C 2W6', 'locality': 'Vancouver', 'postcode': 'V6C 2W6', 'region': 'BC'}, 'name': 'Notch8 Restaurant'}, {'distance': 290, 'location': {'address': '1131 Mainland St', 'country': 'CA', 'cross_street': 'btwn Davie & Helmcken', 'formatted_address': '1131 Mainland St (btwn Davie & Helmcken), Vancouver BC V6B 5P2', 'locality': 'Vancouver', 'postcode': 'V6B 5P2', 'region': 'BC'}, 'name': 'The Distillery Bar + Kitchen'}, {'distance': 790, 'location': {'address': '655 Burrard St', 'country': 'CA', 'cross_street': 'btwn Dunsmuir & W Georgia', 'formatted_address': '655 Burrard St (btwn Dunsmuir & W Georgia), Vancouver BC V6C 2R7', 'locality': 'Vancouver', 'postcode': 'V6C 2R7', 'region': 'BC'}, 'name': 'Grain Tasting Bar'}, {'distance': 452, 'location': {'address': '1088 Burrard St', 'country': 'CA', 'cross_street': 'at Sheraton Wall Centre', 'formatted_address': '1088 Burrard St (at Sheraton Wall Centre), Vancouver BC V6Z 2R9', 'locality': 'Vancouver', 'postcode': 'V6Z 2R9', 'region': 'BC'}, 'name': 'Cafe One'}, {'distance': 229, 'location': {'address': '957 Granville St', 'country': 'CA', 'cross_street': 'btn Nelson and Smithe', 'formatted_address': '957 Granville St (btn Nelson and Smithe), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Granville Room'}, {'distance': 253, 'location': {'address': '1120 Hamilton St', 'country': 'CA', 'cross_street': 'Helmcken Street', 'formatted_address': '1120 Hamilton St (Helmcken Street), Vancouver BC V6B 2S2', 'locality': 'Vancouver', 'postcode': 'V6B 2S2', 'region': 'BC'}, 'name': 'Hello Goodbye'}, {'distance': 251, 'location': {'address': '921 Granville St', 'country': 'CA', 'cross_street': 'at Smithe St', 'formatted_address': '921 Granville St (at Smithe St), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Speakeasy on Granville'}, {'distance': 567, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}]",49.277844,-123.120942,1000,1d4153659a0a0a2089078c739df6737d
[],49.265089,-123.119425,1000,fbb4c06b719596c21f91fd51ef6d4710
"[{'distance': 691, 'location': {'address': '1088 Burrard St', 'country': 'CA', 'cross_street': 'at Sheraton Wall Centre', 'formatted_address': '1088 Burrard St (at Sheraton Wall Centre), Vancouver BC V6Z 2R9', 'locality': 'Vancouver', 'postcode': 'V6Z 2R9', 'region': 'BC'}, 'name': 'Cafe One'}, {'distance': 931, 'location': {'address': '957 Granville St', 'country': 'CA', 'cross_street': 'btn Nelson and Smithe', 'formatted_address': '957 Granville St (btn Nelson and Smithe), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Granville Room'}, {'distance': 972, 'location': {'address': '921 Granville St', 'country': 'CA', 'cross_street': 'at Smithe St', 'formatted_address': '921 Granville St (at Smithe St), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Speakeasy on Granville'}, {'distance': 805, 'location': {'address': '1725 Davie St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1725 Davie St, Vancouver BC V6G 1W5', 'locality': 'Vancouver', 'postcode': 'V6G 1W5', 'region': 'BC'}, 'name': 'Arike'}]",49.28026,-123.135244,1000,72c1049dfbbde7c24ec45c14f1a5ee85
"[{'distance': 594, 'location': {'address': '1725 Davie St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1725 Davie St, Vancouver BC V6G 1W5', 'locality': 'Vancouver', 'postcode': 'V6G 1W5', 'region': 'BC'}, 'name': 'Arike'}]",49.291909,-123.140713,1000,00fa94ad698dc4a9e4d708d6fd32f294
"[{'distance': 760, 'location': {'address': '1725 Davie St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1725 Davie St, Vancouver BC V6G 1W5', 'locality': 'Vancouver', 'postcode': 'V6G 1W5', 'region': 'BC'}, 'name': 'Arike'}]",49.293257,-123.138563,1000,efa947b901a2cf85b58320b3ad26a2fe
"[{'distance': 938, 'location': {'address': '900 Georgia St W', 'country': 'CA', 'cross_street': 'btwn Burrard & Hornby St', 'formatted_address': '900 Georgia St W (btwn Burrard & Hornby St), Vancouver BC V6C 2W6', 'locality': 'Vancouver', 'postcode': 'V6C 2W6', 'region': 'BC'}, 'name': 'Notch8 Restaurant'}, {'distance': 932, 'location': {'address': '655 Burrard St', 'country': 'CA', 'cross_street': 'btwn Dunsmuir & W Georgia', 'formatted_address': '655 Burrard St (btwn Dunsmuir & W Georgia), Vancouver BC V6C 2R7', 'locality': 'Vancouver', 'postcode': 'V6C 2R7', 'region': 'BC'}, 'name': 'Grain Tasting Bar'}, {'distance': 954, 'location': {'address': '1088 Burrard St', 'country': 'CA', 'cross_street': 'at Sheraton Wall Centre', 'formatted_address': '1088 Burrard St (at Sheraton Wall Centre), Vancouver BC V6Z 2R9', 'locality': 'Vancouver', 'postcode': 'V6Z 2R9', 'region': 'BC'}, 'name': 'Cafe One'}, {'distance': 653, 'location': {'address': '1725 Davie St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1725 Davie St, Vancouver BC V6G 1W5', 'locality': 'Vancouver', 'postcode': 'V6G 1W5', 'region': 'BC'}, 'name': 'Arike'}]",49.288011,-123.132006,1000,66a53e9c32e4f5c724f9478240020142
"[{'distance': 278, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 596, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 259, 'location': {'address': '1 Alexander St', 'country': 'CA', 'cross_street': 'at Carrall St', 'formatted_address': '1 Alexander St (at Carrall St), Vancouver BC V6A 1B2', 'locality': 'Vancouver', 'postcode': 'V6A 1B2', 'region': 'BC'}, 'name': 'Guilt & Co'}, {'distance': 208, 'location': {'address': '32 Water St', 'country': 'CA', 'cross_street': '', 'formatted_address': '32 Water St, Vancouver BC V6B 1A4', 'locality': 'Vancouver', 'postcode': 'V6B 1A4', 'region': 'BC'}, 'name': 'Ampersand Bistro and Bar'}, {'distance': 373, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}, {'distance': 893, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}]",49.28117,-123.104419,1000,97b25faf822b93fdbf72da1d594c0288
