results,latitude,longitude,radius,station_id
[],49.265071,-123.123864,1000,ace20c241ee38643c9060f290b215b9d
[],49.265198,-123.131043,1000,3aed670ccdcd94b966c0f505f8b028c7
"[{'distance': 360, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 650, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 630, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}, {'distance': 867, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}]",49.273691,-123.102232,1000,ae69aeab748d02e5a7d89da28a1a8511
"[{'distance': 920, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 551, 'location': {'address': '2321 Main St', 'country': 'CA', 'cross_street': 'btwn 7th & 8th', 'formatted_address': '2321 Main St (btwn 7th & 8th), Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Fox Cabaret'}, {'distance': 784, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 620, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}, {'distance': 531, 'location': {'address': '2303 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '2303 Main St, Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Key Party'}]",49.2685027,-123.0975014,1000,0c9ad3e3703e5869b82619ecdf54f43e
"[{'distance': 250, 'location': {'address': '915 Hastings St W', 'country': 'CA', 'cross_street': 'btwn Hornby & Burrard', 'formatted_address': '915 Hastings St W (btwn Hornby & Burrard), Vancouver BC V6C 1C6', 'locality': 'Vancouver', 'postcode': 'V6C 1C6', 'region': 'BC'}, 'name': 'The Vancouver Club'}, {'distance': 549, 'location': {'address': '900 Georgia St W', 'country': 'CA', 'cross_street': 'btwn Burrard & Hornby St', 'formatted_address': '900 Georgia St W (btwn Burrard & Hornby St), Vancouver BC V6C 2W6', 'locality': 'Vancouver', 'postcode': 'V6C 2W6', 'region': 'BC'}, 'name': 'Notch8 Restaurant'}, {'distance': 437, 'location': {'address': '655 Burrard St', 'country': 'CA', 'cross_street': 'btwn Dunsmuir & W Georgia', 'formatted_address': '655 Burrard St (btwn Dunsmuir & W Georgia), Vancouver BC V6C 2R7', 'locality': 'Vancouver', 'postcode': 'V6C 2R7', 'region': 'BC'}, 'name': 'Grain Tasting Bar'}, {'distance': 996, 'location': {'address': '921 Granville St', 'country': 'CA', 'cross_street': 'at Smithe St', 'formatted_address': '921 Granville St (at Smithe St), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Speakeasy on Granville'}]",49.288682,-123.11818,1000,f3708906ec71348f5a42579fede36a0d
[],49.271741,-123.155421,1000,9449a6a83fbf88452e384350e5ac95b7
[],49.262822,-123.14338,1000,365da33e9ce06ea53db1173a0f8eae71
"[{'distance': 166, 'location': {'address': '2321 Main St', 'country': 'CA', 'cross_street': 'btwn 7th & 8th', 'formatted_address': '2321 Main St (btwn 7th & 8th), Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Fox Cabaret'}, {'distance': 234, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 91, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}, {'distance': 623, 'location': {'address': '3032 Main St', 'country': 'CA', 'cross_street': '14th Ave', 'formatted_address': '3032 Main St (14th Ave), Vancouver BC V5T 3G5', 'locality': 'Vancouver', 'postcode': 'V5T 3G5', 'region': 'BC'}, 'name': ""Uncle Abe's""}, {'distance': 160, 'location': {'address': '2303 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '2303 Main St, Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Key Party'}]",49.263635,-123.099236,1000,707c1c54e0278fbae5d0ae3c42a25b71
"[{'distance': 858, 'location': {'address': '915 Hastings St W', 'country': 'CA', 'cross_street': 'btwn Hornby & Burrard', 'formatted_address': '915 Hastings St W (btwn Hornby & Burrard), Vancouver BC V6C 1C6', 'locality': 'Vancouver', 'postcode': 'V6C 1C6', 'region': 'BC'}, 'name': 'The Vancouver Club'}, {'distance': 628, 'location': {'address': '900 Georgia St W', 'country': 'CA', 'cross_street': 'btwn Burrard & Hornby St', 'formatted_address': '900 Georgia St W (btwn Burrard & Hornby St), Vancouver BC V6C 2W6', 'locality': 'Vancouver', 'postcode': 'V6C 2W6', 'region': 'BC'}, 'name': 'Notch8 Restaurant'}, {'distance': 602, 'location': {'address': '655 Burrard St', 'country': 'CA', 'cross_street': 'btwn Dunsmuir & W Georgia', 'formatted_address': '655 Burrard St (btwn Dunsmuir & W Georgia), Vancouver BC V6C 2R7', 'locality': 'Vancouver', 'postcode': 'V6C 2R7', 'region': 'BC'}, 'name': 'Grain Tasting Bar'}, {'distance': 803, 'location': {'address': '1088 Burrard St', 'country': 'CA', 'cross_street': 'at Sheraton Wall Centre', 'formatted_address': '1088 Burrard St (at Sheraton Wall Centre), Vancouver BC V6Z 2R9', 'locality': 'Vancouver', 'postcode': 'V6Z 2R9', 'region': 'BC'}, 'name': 'Cafe One'}, {'distance': 951, 'location': {'address': '957 Granville St', 'country': 'CA', 'cross_street': 'btn Nelson and Smithe', 'formatted_address': '957 Granville St (btn Nelson and Smithe), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Granville Room'}, {'distance': 930, 'location': {'address': '921 Granville St', 'country': 'CA', 'cross_street': 'at Smithe St', 'formatted_address': '921 Granville St (at Smithe St), Vancouver BC V6Z 1L3', 'locality': 'Vancouver', 'postcode': 'V6Z 1L3', 'region': 'BC'}, 'name': 'Speakeasy on Granville'}, {'distance': 986, 'location': {'address': '1725 Davie St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1725 Davie St, Vancouver BC V6G 1W5', 'locality': 'Vancouver', 'postcode': 'V6G 1W5', 'region': 'BC'}, 'name': 'Arike'}]",49.28763,-123.127245,1000,5105df3dd0daf4c26980f4134f61e5cc
[],49.297933,-123.130758,1000,82c794442f54fabf9db6e392ca1fac0f
[],49.258819,-123.131317,1000,2ca388bba54706770900ca2a9d7aa5be
"[{'distance': 334, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 463, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 633, 'location': {'address': '1 Alexander St', 'country': 'CA', 'cross_street': 'at Carrall St', 'formatted_address': '1 Alexander St (at Carrall St), Vancouver BC V6A 1B2', 'locality': 'Vancouver', 'postcode': 'V6A 1B2', 'region': 'BC'}, 'name': 'Guilt & Co'}, {'distance': 259, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}, {'distance': 643, 'location': {'address': '32 Water St', 'country': 'CA', 'cross_street': '', 'formatted_address': '32 Water St, Vancouver BC V6B 1A4', 'locality': 'Vancouver', 'postcode': 'V6B 1A4', 'region': 'BC'}, 'name': 'Ampersand Bistro and Bar'}]",49.280284,-123.097052,1000,e7bf01431a6982f032996ad50a9e5bd7
"[{'distance': 469, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 511, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 817, 'location': {'address': '1 Alexander St', 'country': 'CA', 'cross_street': 'at Carrall St', 'formatted_address': '1 Alexander St (at Carrall St), Vancouver BC V6A 1B2', 'locality': 'Vancouver', 'postcode': 'V6A 1B2', 'region': 'BC'}, 'name': 'Guilt & Co'}, {'distance': 955, 'location': {'address': '1026 Mainland St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1026 Mainland St, Vancouver BC V6B 2T4', 'locality': 'Vancouver', 'postcode': 'V6B 2T4', 'region': 'BC'}, 'name': 'Bartholomew Bar'}, {'distance': 521, 'location': {'address': '39 Smithe St', 'country': 'CA', 'cross_street': '', 'formatted_address': '39 Smithe St, Vancouver BC V6B 0R3', 'locality': 'Vancouver', 'postcode': 'V6B 0R3', 'region': 'BC'}, 'name': 'D6 Bar & Lounge'}, {'distance': 560, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}, {'distance': 757, 'location': {'address': '32 Water St', 'country': 'CA', 'cross_street': '', 'formatted_address': '32 Water St, Vancouver BC V6B 1A4', 'locality': 'Vancouver', 'postcode': 'V6B 1A4', 'region': 'BC'}, 'name': 'Ampersand Bistro and Bar'}]",49.276294,-123.106534,1000,1648ead5ea617d2cea115869d9516f5e
[],49.277469,-123.081315,1000,91035fe1d70b65c9cb8ec4a007af7c7f
"[{'distance': 836, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}, {'distance': 960, 'location': {'address': '1879 Powell St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1879 Powell St, Vancouver BC V5L 1H8', 'locality': 'Vancouver', 'postcode': 'V5L 1H8', 'region': 'BC'}, 'name': 'Trans Am'}]",49.277665,-123.073653,1000,d3aaff4414a8c3fd5480c470f77ff68a
"[{'distance': 755, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}, {'distance': 874, 'location': {'address': '1879 Powell St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1879 Powell St, Vancouver BC V5L 1H8', 'locality': 'Vancouver', 'postcode': 'V5L 1H8', 'region': 'BC'}, 'name': 'Trans Am'}]",49.277436,-123.070427,1000,b307709b305dd04328fbbf2c6db86419
"[{'distance': 571, 'location': {'address': '1879 Powell St', 'country': 'CA', 'cross_street': '', 'formatted_address': '1879 Powell St, Vancouver BC V5L 1H8', 'locality': 'Vancouver', 'postcode': 'V5L 1H8', 'region': 'BC'}, 'name': 'Trans Am'}]",49.280332,-123.070068,1000,e9c4bd1fffbb1e5b058b8ea15f7307f6
"[{'distance': 709, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 744, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 651, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}]",49.279369,-123.091241,1000,bb0847559ce71c93d8215c0997ea2811
"[{'distance': 896, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 948, 'location': {'address': '1 Alexander St', 'country': 'CA', 'cross_street': 'at Carrall St', 'formatted_address': '1 Alexander St (at Carrall St), Vancouver BC V6A 1B2', 'locality': 'Vancouver', 'postcode': 'V6A 1B2', 'region': 'BC'}, 'name': 'Guilt & Co'}, {'distance': 842, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}]",49.283992,-123.091206,1000,1ef5c4ff3f0b09422bb1597fd9d7568b
"[{'distance': 468, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.274881,-123.069323,1000,ac3b8198f03754a0afb8b6ed6d220cdd
"[{'distance': 606, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.275882,-123.071865,1000,029a505bd4422a1afd127987757f71a6
"[{'distance': 619, 'location': {'address': '917 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '917 Main St, Vancouver BC V6A 2V8', 'locality': 'Vancouver', 'postcode': 'V6A 2V8', 'region': 'BC'}, 'name': 'The Boxcar'}, {'distance': 902, 'location': {'address': '135 Keefer St', 'country': 'CA', 'cross_street': 'btwn Columbia & Main', 'formatted_address': '135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3', 'locality': 'Vancouver', 'postcode': 'V6A 1X3', 'region': 'BC'}, 'name': 'Keefer Bar'}, {'distance': 812, 'location': {'address': '182 Keefer St', 'country': 'CA', 'cross_street': '', 'formatted_address': '182 Keefer St, Vancouver BC V6A 1X4', 'locality': 'Vancouver', 'postcode': 'V6A 1X4', 'region': 'BC'}, 'name': 'Bar Chickadee'}]",49.273777,-123.092723,1000,0459b7e93703980b853cd65a9dc60596
"[{'distance': 963, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.265005,-123.079481,1000,a21f40838346e300063bdda3c5c04105
"[{'distance': 79, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.271377,-123.069416,1000,6b1622540fe5c85d365754dd8c20bf0c
"[{'distance': 230, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.268616,-123.069908,1000,ebc551adb0fc1a684f4080e4954a9ba4
"[{'distance': 412, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.266969,-123.069936,1000,6eaa02e5bcf78db5386683d38fa2dabd
"[{'distance': 828, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.263242,-123.070521,1000,983e58671adcc67af94457d7887dbb15
[],49.261403,-123.070102,1000,797ff1725f8d2b18337de51e240ff60d
[],49.261263,-123.073707,1000,277b4b4881bdb7dac73012672179def8
[],49.262242,-123.081459,1000,e1ff428dadc7c32141b9d89a7b56728a
"[{'distance': 637, 'location': {'address': '2321 Main St', 'country': 'CA', 'cross_street': 'btwn 7th & 8th', 'formatted_address': '2321 Main St (btwn 7th & 8th), Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Fox Cabaret'}, {'distance': 558, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 401, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}, {'distance': 741, 'location': {'address': '3032 Main St', 'country': 'CA', 'cross_street': '14th Ave', 'formatted_address': '3032 Main St (14th Ave), Vancouver BC V5T 3G5', 'locality': 'Vancouver', 'postcode': 'V5T 3G5', 'region': 'BC'}, 'name': ""Uncle Abe's""}, {'distance': 628, 'location': {'address': '2303 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '2303 Main St, Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Key Party'}]",49.262321,-123.09306,1000,012d3e06901cc222b1c2cf0a2ace3a29
"[{'distance': 781, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.264251,-123.073853,1000,a6455af6b689bcbad07ae2c8a3419b50
"[{'distance': 526, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.266751,-123.073501,1000,475627e149c1a6ba73caac8d8d2fa617
"[{'distance': 300, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.270684,-123.073562,1000,f387ec226c432c5c054e3d3616d90501
"[{'distance': 385, 'location': {'address': '1556 Commercial Dr', 'country': 'CA', 'cross_street': '', 'formatted_address': '1556 Commercial Dr, Vancouver BC V5L 3Y2', 'locality': 'Vancouver', 'postcode': 'V5L 3Y2', 'region': 'BC'}, 'name': 'Bar Corso'}]",49.2731,-123.0732,1000,1675a77b9af656faf527b4e6de53e63b
"[{'distance': 387, 'location': {'address': '3032 Main St', 'country': 'CA', 'cross_street': '14th Ave', 'formatted_address': '3032 Main St (14th Ave), Vancouver BC V5T 3G5', 'locality': 'Vancouver', 'postcode': 'V5T 3G5', 'region': 'BC'}, 'name': ""Uncle Abe's""}, {'distance': 789, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 944, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}]",49.254667,-123.101389,1000,1bca0e944a4faf170db82793414b03ab
"[{'distance': 905, 'location': {'address': '2321 Main St', 'country': 'CA', 'cross_street': 'btwn 7th & 8th', 'formatted_address': '2321 Main St (btwn 7th & 8th), Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Fox Cabaret'}, {'distance': 637, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 360, 'location': {'address': '3032 Main St', 'country': 'CA', 'cross_street': '14th Ave', 'formatted_address': '3032 Main St (14th Ave), Vancouver BC V5T 3G5', 'locality': 'Vancouver', 'postcode': 'V5T 3G5', 'region': 'BC'}, 'name': ""Uncle Abe's""}, {'distance': 709, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}, {'distance': 913, 'location': {'address': '2303 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '2303 Main St, Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Key Party'}]",49.256694,-123.096579,1000,d0782213f003ce9eb276fbceff44f1f4
"[{'distance': 746, 'location': {'address': '2321 Main St', 'country': 'CA', 'cross_street': 'btwn 7th & 8th', 'formatted_address': '2321 Main St (btwn 7th & 8th), Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Fox Cabaret'}, {'distance': 493, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 341, 'location': {'address': '3032 Main St', 'country': 'CA', 'cross_street': '14th Ave', 'formatted_address': '3032 Main St (14th Ave), Vancouver BC V5T 3G5', 'locality': 'Vancouver', 'postcode': 'V5T 3G5', 'region': 'BC'}, 'name': ""Uncle Abe's""}, {'distance': 535, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}, {'distance': 752, 'location': {'address': '2303 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '2303 Main St, Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Key Party'}]",49.258352,-123.096337,1000,1ef01f2f89621d51afbabaa6296e55be
"[{'distance': 863, 'location': {'address': '2321 Main St', 'country': 'CA', 'cross_street': 'btwn 7th & 8th', 'formatted_address': '2321 Main St (btwn 7th & 8th), Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Fox Cabaret'}, {'distance': 660, 'location': {'address': '2610 Main St', 'country': 'CA', 'cross_street': '10th Ave.', 'formatted_address': '2610 Main St (10th Ave.), Vancouver BC V5T 3E6', 'locality': 'Vancouver', 'postcode': 'V5T 3E6', 'region': 'BC'}, 'name': 'Tocador'}, {'distance': 601, 'location': {'address': '3032 Main St', 'country': 'CA', 'cross_street': '14th Ave', 'formatted_address': '3032 Main St (14th Ave), Vancouver BC V5T 3G5', 'locality': 'Vancouver', 'postcode': 'V5T 3G5', 'region': 'BC'}, 'name': ""Uncle Abe's""}, {'distance': 619, 'location': {'address': '317 Broadway E', 'country': 'CA', 'cross_street': 'Kingsway', 'formatted_address': '317 Broadway E (Kingsway), Vancouver BC V5T 1W5', 'locality': 'Vancouver', 'postcode': 'V5T 1W5', 'region': 'BC'}, 'name': 'The Black Lodge'}, {'distance': 863, 'location': {'address': '2303 Main St', 'country': 'CA', 'cross_street': '', 'formatted_address': '2303 Main St, Vancouver BC V5T 3C9', 'locality': 'Vancouver', 'postcode': 'V5T 3C9', 'region': 'BC'}, 'name': 'Key Party'}]",49.258817,-123.092797,1000,c47a1f62ea461ce1c9f3e2478c657df6
